id,protocol,source,destination,sport,dport,avg_size,packet_count,packetssent,packetsreceived,bytessent,bytesreceived,avg_ttl,syn_count,fin_count,ack_count,created_at
944,6,192.168.101.13,13.107.246.58,61351,443,54,1,1,1,54,54,128,0,0,1,08:18.5
945,6,192.168.101.13,20.189.173.11,61355,443,686.9230769,13,13,13,8930,8930,128,0,1,13,08:18.5
946,6,192.168.101.13,20.189.173.11,61356,443,328.1818182,11,11,11,3610,3610,128,1,1,10,08:18.5
947,6,192.168.101.13,20.189.173.9,61346,443,609.75,4,4,4,2439,2439,128,0,0,4,08:18.5
948,6,192.168.101.13,34.139.124.58,49635,443,55,1,1,1,55,55,128,0,0,1,08:18.5
949,6,192.168.101.13,34.139.124.58,50452,443,525.8823529,17,17,17,8940,8940,128,0,0,17,08:18.5
950,6,20.189.173.11,192.168.101.13,443,61354,60,1,1,1,60,60,109,0,0,1,08:18.5
951,6,20.189.173.11,192.168.101.13,443,61355,525.1818182,11,11,11,5777,5777,109,1,1,11,08:18.5
952,6,20.189.173.11,192.168.101.13,443,61356,572.2,10,10,10,5722,5722,109,1,1,10,08:18.5
953,6,20.189.173.9,192.168.101.13,443,61346,106.5,2,2,2,213,213,108,0,0,2,08:18.5
954,6,34.139.124.58,192.168.101.13,443,49635,66,1,1,1,66,66,55,0,0,1,08:18.5
955,6,34.139.124.58,192.168.101.13,443,50452,227.5,10,10,10,2275,2275,54,0,0,10,08:18.5
956,6,13.107.246.58,192.168.101.13,443,61352,60,1,1,1,60,60,61,0,0,1,08:18.5
957,6,192.168.101.13,13.107.246.58,61352,443,54,1,1,1,54,54,128,0,0,1,08:18.5
958,6,192.168.101.13,34.139.124.58,50452,443,462.0526316,19,19,19,8779,8779,128,0,0,19,08:18.5
959,6,34.139.124.58,192.168.101.13,443,50452,181.6956522,23,23,23,4179,4179,54,0,0,23,08:18.5
960,6,172.188.155.25,192.168.101.13,443,56535,60,1,1,1,60,60,61,0,0,1,08:18.5
961,6,192.168.101.13,172.188.155.25,56535,443,54,1,1,1,54,54,128,0,0,1,08:18.5
962,6,192.168.101.13,20.189.173.11,61357,443,457.9166667,12,12,12,5495,5495,128,1,1,11,08:18.5
963,6,192.168.101.13,34.139.124.58,50452,443,456.9,20,20,20,9138,9138,128,0,0,20,08:18.5
964,6,20.189.173.11,192.168.101.13,443,61357,629.2222222,9,9,9,5663,5663,109,1,1,9,08:18.5
965,6,34.139.124.58,192.168.101.13,443,50452,173.2380952,21,21,21,3638,3638,54,0,0,21,08:18.5
966,6,192.168.101.13,20.189.173.11,61358,443,430.1666667,12,12,12,5162,5162,128,1,1,11,08:18.5
967,6,192.168.101.13,20.189.173.9,61346,443,585.0909091,11,11,11,6436,6436,128,0,0,11,08:18.5
968,6,192.168.101.13,34.139.124.58,50452,443,494.4814815,27,27,27,13351,13351,128,0,0,27,08:18.5
969,6,20.189.173.11,192.168.101.13,443,61357,60,1,1,1,60,60,109,0,0,1,08:18.5
970,6,20.189.173.11,192.168.101.13,443,61358,628.5555556,9,9,9,5657,5657,108,1,1,9,08:18.5
971,6,20.189.173.9,192.168.101.13,443,61346,89.33333333,9,9,9,804,804,108,0,0,9,08:18.5
972,6,34.139.124.58,192.168.101.13,443,50452,176.9032258,31,31,31,5484,5484,54,0,0,31,08:18.5
973,6,13.107.246.58,192.168.101.13,443,61352,60,1,1,1,60,60,48,0,0,1,08:18.5
974,6,192.168.101.13,13.107.246.58,61352,443,55,1,1,1,55,55,128,0,0,1,08:18.5
975,6,192.168.101.13,20.189.173.11,61359,443,66,1,1,1,66,66,128,1,0,0,08:18.5
976,6,192.168.101.13,20.189.173.9,61346,443,512.6,5,5,5,2563,2563,128,0,0,5,08:18.5
977,6,192.168.101.13,20.189.173.9,61348,443,54,1,1,1,54,54,128,0,0,1,08:18.5
978,6,192.168.101.13,34.139.124.58,50452,443,478.5,30,30,30,14355,14355,128,0,0,30,08:18.5
979,6,20.189.173.11,192.168.101.13,443,61358,60,1,1,1,60,60,108,0,0,1,08:18.5
980,6,20.189.173.9,192.168.101.13,443,61346,106.5,2,2,2,213,213,108,0,0,2,08:18.5
981,6,20.189.173.9,192.168.101.13,443,61348,60,1,1,1,60,60,61,0,0,1,08:18.5
982,6,34.139.124.58,192.168.101.13,443,50452,184.7931034,29,29,29,5359,5359,54,0,0,29,08:18.5
983,6,172.188.155.25,192.168.101.13,443,56535,66,1,1,1,66,66,47,0,0,1,08:18.5
984,6,192.168.101.13,172.188.155.25,56535,443,55,1,1,1,55,55,128,0,0,1,08:18.5
985,6,192.168.101.13,20.189.173.11,61359,443,354.4,10,10,10,3544,3544,128,0,1,10,08:18.5
986,6,192.168.101.13,34.139.124.58,50452,443,460.1363636,22,22,22,10123,10123,128,0,0,22,08:18.5
987,6,192.168.101.13,4.213.25.241,56810,443,54,1,1,1,54,54,128,0,0,1,08:18.5
988,6,20.189.173.11,192.168.101.13,443,61359,629.2222222,9,9,9,5663,5663,109,1,1,9,08:18.5
989,6,20.189.173.9,192.168.101.13,443,61346,63,2,2,2,126,126,108,0,0,2,08:18.5
990,6,34.139.124.58,192.168.101.13,443,50452,175.5652174,23,23,23,4038,4038,54,0,0,23,08:18.5
991,6,4.213.25.241,192.168.101.13,443,56810,54,1,1,1,54,54,61,0,0,1,08:18.5
992,6,13.107.246.58,192.168.101.13,443,61351,60,1,1,1,60,60,61,0,0,1,08:18.5
993,6,192.168.101.13,13.107.246.58,61351,443,54,1,1,1,54,54,128,0,0,1,08:18.5
994,6,192.168.101.13,20.189.173.11,61360,443,320.5384615,13,13,13,4167,4167,128,1,1,12,08:18.5
995,6,192.168.101.13,20.189.173.9,61346,443,529.4,5,5,5,2647,2647,128,0,0,5,08:18.5
996,6,192.168.101.13,20.189.173.9,61348,443,55,1,1,1,55,55,128,0,0,1,08:18.5
997,6,192.168.101.13,34.139.124.58,49635,443,54,1,1,1,54,54,128,0,0,1,08:18.5
998,6,192.168.101.13,34.139.124.58,50452,443,277.875,8,8,8,2223,2223,128,0,0,8,08:18.5
999,6,20.189.173.11,192.168.101.13,443,61360,656.2727273,11,11,11,7219,7219,109,1,1,11,08:18.5
1000,6,20.189.173.9,192.168.101.13,443,61346,83,4,4,4,332,332,108,0,0,4,08:18.5
1001,6,34.139.124.58,192.168.101.13,443,49635,60,1,1,1,60,60,61,0,0,1,08:18.5
1002,6,34.139.124.58,192.168.101.13,443,50452,191.2727273,11,11,11,2104,2104,54,0,0,11,08:18.5
1003,6,192.168.101.13,20.189.173.11,61361,443,488.0909091,11,11,11,5369,5369,128,1,1,10,08:18.5
1004,6,192.168.101.13,20.189.173.11,61362,443,334.6,5,5,5,1673,1673,128,1,0,4,08:18.5
1005,6,192.168.101.13,20.189.173.9,61346,443,1237.55,20,20,20,24751,24751,128,0,0,20,08:18.5
1006,6,192.168.101.13,34.139.124.58,50452,443,383.5,14,14,14,5369,5369,128,0,0,14,08:18.5
1007,6,20.189.173.11,192.168.101.13,443,61361,572.3,10,10,10,5723,5723,109,1,1,10,08:18.5
1008,6,20.189.173.11,192.168.101.13,443,61362,109.5,2,2,2,219,219,109,1,0,2,08:18.5
1009,6,20.189.173.9,192.168.101.13,443,61346,78.6,10,10,10,786,786,108,0,0,10,08:18.5
1010,6,20.189.173.9,192.168.101.13,443,61348,66,1,1,1,66,66,108,0,0,1,08:18.5
1011,6,34.139.124.58,192.168.101.13,443,50452,167.3529412,17,17,17,2845,2845,54,0,0,17,08:18.5
1012,6,192.168.101.13,20.189.173.11,61362,443,686.9090909,11,11,11,7556,7556,128,0,1,11,08:18.5
1013,6,192.168.101.13,20.189.173.11,61363,443,307.3333333,12,12,12,3688,3688,128,1,2,11,08:18.5
1014,6,192.168.101.13,34.139.124.58,50452,443,260.8,10,10,10,2608,2608,128,0,0,10,08:18.5
1015,6,20.189.173.11,192.168.101.13,443,61362,647.2727273,11,11,11,7120,7120,109,0,1,11,08:18.5
1016,6,20.189.173.11,192.168.101.13,443,61363,572.3,10,10,10,5723,5723,108,1,1,10,08:18.5
1017,6,34.139.124.58,192.168.101.13,443,50452,181,11,11,11,1991,1991,54,0,0,11,08:18.5
1018,6,13.107.246.58,192.168.101.13,443,61351,66,1,1,1,66,66,48,0,0,1,08:18.5
1019,6,192.168.101.13,13.107.246.58,61351,443,55,1,1,1,55,55,128,0,0,1,08:18.5
1020,6,192.168.101.13,34.139.124.58,49635,443,55,1,1,1,55,55,128,0,0,1,08:18.5
1021,6,192.168.101.13,34.139.124.58,50452,443,456.7272727,11,11,11,5024,5024,128,0,0,11,08:18.5
1022,6,20.189.173.11,192.168.101.13,443,61363,60,1,1,1,60,60,108,0,0,1,08:18.5
1023,6,34.139.124.58,192.168.101.13,443,49635,66,1,1,1,66,66,55,0,0,1,08:18.5
1024,6,34.139.124.58,192.168.101.13,443,50452,193.9,10,10,10,1939,1939,54,0,0,10,08:18.5
1025,6,13.107.246.58,192.168.101.13,443,61352,56,3,3,3,168,168,52.33333333,0,0,1,08:18.5
1026,6,192.168.101.13,13.107.246.58,61352,443,54,1,1,1,54,54,128,0,0,1,08:18.5
1027,6,192.168.101.13,13.89.179.10,61364,443,66,1,1,1,66,66,128,1,0,0,08:18.5
1028,6,192.168.101.13,20.189.173.9,61346,443,167,1,1,1,167,167,128,0,0,1,08:18.5
1029,6,192.168.101.13,34.139.124.58,50452,443,292.0833333,12,12,12,3505,3505,128,0,0,12,08:18.5
1030,6,34.139.124.58,192.168.101.13,443,50452,167.0588235,17,17,17,2840,2840,54,0,0,17,08:18.5
1031,6,13.89.179.10,192.168.101.13,443,61364,525.5454545,11,11,11,5781,5781,107,1,1,11,08:18.5
1032,6,172.188.155.25,192.168.101.13,443,56535,60,1,1,1,60,60,61,0,0,1,08:18.5
1033,6,192.168.101.13,13.89.179.10,61364,443,581.8333333,12,12,12,6982,6982,128,0,1,12,08:18.5
1034,6,192.168.101.13,172.188.155.25,56535,443,54,1,1,1,54,54,128,0,0,1,08:18.5
1035,6,192.168.101.13,20.189.173.9,61346,443,509.5,8,8,8,4076,4076,128,0,0,8,08:18.5
1036,6,192.168.101.13,34.139.124.58,50452,443,259.5555556,9,9,9,2336,2336,128,0,0,9,08:18.5
1037,6,192.168.101.13,4.213.25.241,56810,443,54,1,1,1,54,54,128,0,0,1,08:18.5
1038,6,20.189.173.9,192.168.101.13,443,61346,97.71428571,7,7,7,684,684,108,0,0,7,08:18.5
1039,6,34.139.124.58,192.168.101.13,443,50452,191.2727273,11,11,11,2104,2104,54,0,0,11,08:18.5
1040,6,4.213.25.241,192.168.101.13,443,56810,54,1,1,1,54,54,61,0,0,1,08:18.5
1041,6,13.107.246.58,192.168.101.13,443,61351,71.25,4,4,4,285,285,48,0,1,4,08:18.5
1042,6,13.89.179.10,192.168.101.13,443,61365,571.5,10,10,10,5715,5715,107,1,1,10,08:18.5
1043,6,13.89.179.10,192.168.101.13,443,61366,642.75,8,8,8,5142,5142,107,1,0,8,08:18.5
1044,6,192.168.101.13,13.107.246.58,61351,443,54,3,3,3,162,162,128,0,1,3,08:18.5
1045,6,192.168.101.13,13.89.179.10,61365,443,328.1818182,11,11,11,3610,3610,128,1,1,10,08:18.5
1046,6,192.168.101.13,13.89.179.10,61366,443,428,8,8,8,3424,3424,128,1,0,7,08:18.5
1047,6,192.168.101.13,20.189.173.9,61346,443,791.2307692,13,13,13,10286,10286,128,0,0,13,08:18.5
1048,6,192.168.101.13,20.189.173.9,61348,443,54,1,1,1,54,54,128,0,0,1,08:18.5
1049,6,192.168.101.13,34.139.124.58,50452,443,510.0384615,26,26,26,13261,13261,128,0,0,26,08:18.5
1050,6,20.189.173.9,192.168.101.13,443,61346,80.9,10,10,10,809,809,108,0,0,10,08:18.5
1051,6,20.189.173.9,192.168.101.13,443,61348,60,1,1,1,60,60,61,0,0,1,08:18.5
1052,6,34.139.124.58,192.168.101.13,443,50452,204.6,25,25,25,5115,5115,54,0,0,25,08:18.5
1053,6,13.89.179.10,192.168.101.13,443,61366,289,2,2,2,578,578,107,0,1,2,08:24.2
1054,6,192.168.101.13,13.89.179.10,61366,443,62,3,3,3,186,186,128,0,1,3,08:24.2
1055,6,192.168.101.13,172.188.155.25,56535,443,55,1,1,1,55,55,128,0,0,1,08:24.2
1056,6,192.168.101.13,34.139.124.58,50452,443,447.8,30,30,30,13434,13434,128,0,0,30,08:24.2
1057,6,34.139.124.58,192.168.101.13,443,50452,167.0588235,34,34,34,5680,5680,54,0,0,34,08:24.2
1058,6,192.168.101.13,34.139.124.58,50452,443,624,7,7,7,4368,4368,128,0,0,7,08:30.4
1059,6,34.139.124.58,192.168.101.13,443,50452,180.375,8,8,8,1443,1443,54,0,0,8,08:30.4
1060,6,192.168.101.13,34.139.124.58,50452,443,461.7333333,15,15,15,6926,6926,128,0,0,15,08:30.4
1061,6,34.139.124.58,192.168.101.13,443,50452,189.5,14,14,14,2653,2653,54,0,0,14,08:30.4
1062,6,142.251.10.188,192.168.101.13,5228,53427,56,3,3,3,168,168,90.33333333,0,0,1,08:30.4
1063,6,172.188.155.25,192.168.101.13,443,56535,66,1,1,1,66,66,47,0,0,1,08:30.4
1064,6,192.168.101.13,142.251.10.188,53427,5228,54,1,1,1,54,54,128,0,0,1,08:30.4
1065,6,192.168.101.13,172.188.155.25,56535,443,55,1,1,1,55,55,128,0,0,1,08:30.4
1066,6,192.168.101.13,34.139.124.58,50452,443,577.48,25,25,25,14437,14437,128,0,0,25,08:30.4
1067,6,192.168.101.13,4.213.25.241,56810,443,54,1,1,1,54,54,128,0,0,1,08:30.4
1068,6,34.139.124.58,192.168.101.13,443,50452,180.3333333,27,27,27,4869,4869,54,0,0,27,08:30.4
1069,6,4.213.25.241,192.168.101.13,443,56810,54,1,1,1,54,54,61,0,0,1,08:30.4
1070,6,13.107.213.58,192.168.101.13,443,61349,1248.090909,33,33,33,41187,41187,48,1,0,33,08:30.4
1071,6,192.168.101.13,13.107.213.58,61349,443,144.7368421,19,19,19,2750,2750,128,1,0,18,08:30.4
1072,6,192.168.101.13,20.189.173.9,61345,443,545.0714286,14,14,14,7631,7631,128,1,1,13,08:30.4
1073,6,192.168.101.13,20.189.173.9,61346,443,595.2777778,18,18,18,10715,10715,128,1,0,17,08:30.4
1074,6,192.168.101.13,20.189.173.9,61347,443,1027.588235,17,17,17,17469,17469,128,1,0,16,08:30.4
1075,6,192.168.101.13,20.189.173.9,61348,443,379.75,8,8,8,3038,3038,128,1,0,7,08:30.4
1076,6,192.168.101.13,34.139.124.58,49635,443,54,1,1,1,54,54,128,0,0,1,08:30.4
1077,6,192.168.101.13,34.139.124.58,50452,443,490.9259259,27,27,27,13255,13255,128,0,0,27,08:30.4
1078,6,20.189.173.9,192.168.101.13,443,61345,455,13,13,13,5915,5915,108,1,1,13,08:30.4
1079,6,20.189.173.9,192.168.101.13,443,61346,448.7058824,17,17,17,7628,7628,108,1,0,17,08:30.4
1080,6,20.189.173.9,192.168.101.13,443,61347,484,11,11,11,5324,5324,109,1,0,11,08:30.4
1081,6,20.189.173.9,192.168.101.13,443,61348,718.3,10,10,10,7183,7183,108,1,0,10,08:30.4
1082,6,34.139.124.58,192.168.101.13,443,49635,60,1,1,1,60,60,61,0,0,1,08:30.4
1083,6,34.139.124.58,192.168.101.13,443,50452,193.3703704,27,27,27,5221,5221,54,0,0,27,08:30.4
1084,6,13.107.213.58,192.168.101.13,443,61349,1463.954167,240,240,240,351349,351349,48,0,0,240,08:30.4
1085,6,192.168.101.13,13.107.213.58,61349,443,54.03278689,122,122,122,6592,6592,128,0,1,122,08:30.4
1086,6,192.168.101.13,20.189.173.9,61346,443,54,1,1,1,54,54,128,0,0,1,08:30.4
1087,6,192.168.101.13,20.189.173.9,61347,443,62,3,3,3,186,186,128,0,1,3,08:30.4
1088,6,192.168.101.13,20.189.173.9,61350,443,657.5384615,13,13,13,8548,8548,128,1,1,12,08:30.4
1089,6,192.168.101.13,34.139.124.58,50452,443,471.7368421,19,19,19,8963,8963,128,0,0,19,08:30.4
1090,6,20.189.173.9,192.168.101.13,443,61346,335,1,1,1,335,335,108,0,0,1,08:30.4
1091,6,20.189.173.9,192.168.101.13,443,61347,289.5,2,2,2,579,579,109,0,1,2,08:30.4
1092,6,20.189.173.9,192.168.101.13,443,61350,572.3,10,10,10,5723,5723,108,1,1,10,08:30.4
1093,6,34.139.124.58,192.168.101.13,443,50452,207.3333333,18,18,18,3732,3732,54,0,0,18,08:30.4
1094,6,13.107.213.58,192.168.101.13,443,61349,54,1,1,1,54,54,48,0,1,1,08:30.4
1095,6,192.168.101.13,13.107.213.58,61349,443,54,1,1,1,54,54,128,0,0,1,08:30.4
1096,6,192.168.101.13,34.139.124.58,50452,443,463.3448276,29,29,29,13437,13437,128,0,0,29,08:30.4
1097,6,20.189.173.9,192.168.101.13,443,61350,60,1,1,1,60,60,108,0,0,1,08:30.4
1098,6,34.139.124.58,192.168.101.13,443,50452,193.4074074,27,27,27,5222,5222,54,0,0,27,08:30.4
1099,6,192.168.101.13,34.139.124.58,49635,443,55,1,1,1,55,55,128,0,0,1,08:30.4
1100,6,192.168.101.13,34.139.124.58,50452,443,490.8148148,27,27,27,13252,13252,128,0,0,27,08:30.4
1101,6,34.139.124.58,192.168.101.13,443,49635,66,1,1,1,66,66,55,0,0,1,08:30.4
1102,6,34.139.124.58,192.168.101.13,443,50452,210.6666667,24,24,24,5056,5056,54,0,0,24,08:30.4
1103,6,192.168.101.13,34.139.124.58,50452,443,522.5357143,28,28,28,14631,14631,128,0,0,28,08:30.4
1104,6,34.139.124.58,192.168.101.13,443,50452,184.2758621,29,29,29,5344,5344,54,0,0,29,08:30.4
1105,6,13.107.246.58,192.168.101.13,443,61351,91,3,3,3,273,273,48,1,0,3,08:30.4
1106,6,13.107.246.58,192.168.101.13,443,61352,66,1,1,1,66,66,48,1,0,1,08:30.4
1107,6,172.188.155.25,192.168.101.13,443,56535,60,1,1,1,60,60,61,0,0,1,08:30.4
1108,6,192.168.101.13,13.107.246.58,61351,443,632,5,5,5,3160,3160,128,1,0,4,08:30.4
1109,6,192.168.101.13,13.107.246.58,61352,443,565,4,4,4,2260,2260,128,1,0,3,08:30.4
1110,6,192.168.101.13,172.188.155.25,56535,443,54,1,1,1,54,54,128,0,0,1,08:30.4
1111,6,192.168.101.13,20.189.173.28,61353,443,66,1,1,1,66,66,128,1,0,0,08:30.4
1112,6,192.168.101.13,34.139.124.58,50452,443,466.6818182,22,22,22,10267,10267,128,0,0,22,08:30.4
1113,6,192.168.101.13,4.213.25.241,56810,443,54,1,1,1,54,54,128,0,0,1,08:30.4
1114,6,34.139.124.58,192.168.101.13,443,50452,192.15,20,20,20,3843,3843,54,0,0,20,08:30.4
1115,6,4.213.25.241,192.168.101.13,443,56810,54,1,1,1,54,54,61,0,0,1,08:30.4
1116,6,13.107.246.58,192.168.101.13,443,61351,1399.195652,46,46,46,64363,64363,48,0,0,46,08:30.4
1117,6,13.107.246.58,192.168.101.13,443,61352,117.125,8,8,8,937,937,48,0,1,8,08:30.4
1118,6,192.168.101.13,13.107.246.58,61351,443,96.63636364,11,11,11,1063,1063,128,0,0,11,08:30.4
1119,6,192.168.101.13,13.107.246.58,61352,443,284,4,4,4,1136,1136,128,0,0,4,08:30.4
1120,6,192.168.101.13,20.189.173.28,61353,443,384,11,11,11,4224,4224,128,0,1,11,08:30.4
1121,6,192.168.101.13,20.189.173.9,61346,443,54,1,1,1,54,54,128,0,0,1,08:30.4
1122,6,192.168.101.13,20.189.173.9,61348,443,54,1,1,1,54,54,128,0,0,1,08:30.4
1123,6,192.168.101.13,34.139.124.58,50452,443,525.2,25,25,25,13130,13130,128,0,0,25,08:30.4
1124,6,20.189.173.28,192.168.101.13,443,61353,526.2727273,11,11,11,5789,5789,109,1,1,11,08:30.4
1125,6,20.189.173.9,192.168.101.13,443,61346,60,1,1,1,60,60,61,0,0,1,08:30.4
1126,6,20.189.173.9,192.168.101.13,443,61348,60,1,1,1,60,60,61,0,0,1,08:30.4
1127,6,34.139.124.58,192.168.101.13,443,50452,172.2758621,29,29,29,4996,4996,54,0,0,29,08:30.4
1128,6,172.188.155.25,192.168.101.13,443,56535,66,1,1,1,66,66,47,0,0,1,08:30.4
1129,6,192.168.101.13,172.188.155.25,56535,443,55,1,1,1,55,55,128,0,0,1,08:30.4
1130,6,192.168.101.13,34.139.124.58,50452,443,509.4230769,26,26,26,13245,13245,128,0,0,26,08:30.4
1131,6,34.139.124.58,192.168.101.13,443,50452,207.7777778,18,18,18,3740,3740,54,0,0,18,08:30.4
1132,6,192.168.101.13,34.139.124.58,50452,443,450.9,20,20,20,9018,9018,128,0,0,20,08:30.4
1133,6,34.139.124.58,192.168.101.13,443,50452,179.625,24,24,24,4311,4311,54,0,0,24,08:30.4
1134,6,192.168.101.13,20.189.173.9,61346,443,55,1,1,1,55,55,128,0,0,1,08:30.4
1135,6,192.168.101.13,20.189.173.9,61348,443,55,1,1,1,55,55,128,0,0,1,08:30.4
1136,6,192.168.101.13,34.139.124.58,49635,443,54,1,1,1,54,54,128,0,0,1,08:30.4
1137,6,192.168.101.13,34.139.124.58,50452,443,503.6538462,26,26,26,13095,13095,128,0,0,26,08:30.4
1138,6,20.189.173.9,192.168.101.13,443,61346,66,1,1,1,66,66,108,0,0,1,08:30.4
1139,6,20.189.173.9,192.168.101.13,443,61348,66,1,1,1,66,66,108,0,0,1,08:30.4
1140,6,34.139.124.58,192.168.101.13,443,49635,60,1,1,1,60,60,61,0,0,1,08:30.4
1141,6,34.139.124.58,192.168.101.13,443,50452,203.84,25,25,25,5096,5096,54,0,0,25,08:30.4
1142,6,192.168.101.13,20.189.173.11,61354,443,480.8181818,11,11,11,5289,5289,128,1,1,10,08:30.4
1143,6,192.168.101.13,20.189.173.11,61355,443,66,1,1,1,66,66,128,1,0,0,08:30.4
1144,6,192.168.101.13,20.189.173.9,61346,443,313.7777778,9,9,9,2824,2824,128,0,0,9,08:30.4
1145,6,192.168.101.13,34.139.124.58,50452,443,495.9444444,18,18,18,8927,8927,128,0,0,18,08:30.4
1146,6,192.168.101.13,4.213.25.241,56810,443,55,1,1,1,55,55,128,0,0,1,08:30.4
1147,6,20.189.173.11,192.168.101.13,443,61354,572.3,10,10,10,5723,5723,109,1,1,10,08:30.4
1148,6,20.189.173.9,192.168.101.13,443,61346,103.875,8,8,8,831,831,108,0,0,8,08:30.4
1149,6,34.139.124.58,192.168.101.13,443,50452,207.2777778,18,18,18,3731,3731,54,0,0,18,08:30.4
1150,6,4.213.25.241,192.168.101.13,443,56810,66,1,1,1,66,66,112,0,0,1,08:30.4
1151,6,13.107.246.58,192.168.101.13,443,61351,60,2,2,2,120,120,54.5,0,0,2,08:30.4
1152,6,192.168.101.13,13.107.246.58,61351,443,54,1,1,1,54,54,128,0,0,1,08:30.4
1153,6,192.168.101.13,20.189.173.11,61355,443,686.9230769,13,13,13,8930,8930,128,0,1,13,08:30.4
1154,6,192.168.101.13,20.189.173.11,61356,443,328.1818182,11,11,11,3610,3610,128,1,1,10,08:30.4
1155,6,192.168.101.13,20.189.173.9,61346,443,609.75,4,4,4,2439,2439,128,0,0,4,08:30.4
1156,6,192.168.101.13,34.139.124.58,49635,443,55,1,1,1,55,55,128,0,0,1,08:30.4
1157,6,192.168.101.13,34.139.124.58,50452,443,525.8823529,17,17,17,8940,8940,128,0,0,17,08:30.4
1158,6,20.189.173.11,192.168.101.13,443,61354,60,1,1,1,60,60,109,0,0,1,08:30.4
1159,6,20.189.173.11,192.168.101.13,443,61355,525.1818182,11,11,11,5777,5777,109,1,1,11,08:30.4
1160,6,20.189.173.11,192.168.101.13,443,61356,572.2,10,10,10,5722,5722,109,1,1,10,08:30.4
1161,6,20.189.173.9,192.168.101.13,443,61346,106.5,2,2,2,213,213,108,0,0,2,08:30.4
1162,6,34.139.124.58,192.168.101.13,443,49635,66,1,1,1,66,66,55,0,0,1,08:30.4
1163,6,34.139.124.58,192.168.101.13,443,50452,227.5,10,10,10,2275,2275,54,0,0,10,08:30.4
1164,6,13.107.246.58,192.168.101.13,443,61352,60,1,1,1,60,60,61,0,0,1,08:30.4
1165,6,192.168.101.13,13.107.246.58,61352,443,54,1,1,1,54,54,128,0,0,1,08:30.4
1166,6,192.168.101.13,34.139.124.58,50452,443,462.0526316,19,19,19,8779,8779,128,0,0,19,08:30.4
1167,6,34.139.124.58,192.168.101.13,443,50452,181.6956522,23,23,23,4179,4179,54,0,0,23,08:30.4
1168,6,172.188.155.25,192.168.101.13,443,56535,60,1,1,1,60,60,61,0,0,1,08:30.4
1169,6,192.168.101.13,172.188.155.25,56535,443,54,1,1,1,54,54,128,0,0,1,08:30.4
1170,6,192.168.101.13,20.189.173.11,61357,443,457.9166667,12,12,12,5495,5495,128,1,1,11,08:30.4
1171,6,192.168.101.13,34.139.124.58,50452,443,456.9,20,20,20,9138,9138,128,0,0,20,08:30.4
1172,6,20.189.173.11,192.168.101.13,443,61357,629.2222222,9,9,9,5663,5663,109,1,1,9,08:30.4
1173,6,34.139.124.58,192.168.101.13,443,50452,173.2380952,21,21,21,3638,3638,54,0,0,21,08:30.4
1174,6,192.168.101.13,20.189.173.11,61358,443,430.1666667,12,12,12,5162,5162,128,1,1,11,08:30.4
1175,6,192.168.101.13,20.189.173.9,61346,443,585.0909091,11,11,11,6436,6436,128,0,0,11,08:30.4
1176,6,192.168.101.13,34.139.124.58,50452,443,494.4814815,27,27,27,13351,13351,128,0,0,27,08:30.4
1177,6,20.189.173.11,192.168.101.13,443,61357,60,1,1,1,60,60,109,0,0,1,08:30.4
1178,6,20.189.173.11,192.168.101.13,443,61358,628.5555556,9,9,9,5657,5657,108,1,1,9,08:30.4
1179,6,20.189.173.9,192.168.101.13,443,61346,89.33333333,9,9,9,804,804,108,0,0,9,08:30.4
1180,6,34.139.124.58,192.168.101.13,443,50452,176.9032258,31,31,31,5484,5484,54,0,0,31,08:30.4
1181,6,13.107.246.58,192.168.101.13,443,61352,60,1,1,1,60,60,48,0,0,1,08:30.4
1182,6,192.168.101.13,13.107.246.58,61352,443,55,1,1,1,55,55,128,0,0,1,08:30.4
1183,6,192.168.101.13,20.189.173.11,61359,443,66,1,1,1,66,66,128,1,0,0,08:30.4
1184,6,192.168.101.13,20.189.173.9,61346,443,512.6,5,5,5,2563,2563,128,0,0,5,08:30.4
1185,6,192.168.101.13,20.189.173.9,61348,443,54,1,1,1,54,54,128,0,0,1,08:30.4
1186,6,192.168.101.13,34.139.124.58,50452,443,478.5,30,30,30,14355,14355,128,0,0,30,08:30.4
1187,6,20.189.173.11,192.168.101.13,443,61358,60,1,1,1,60,60,108,0,0,1,08:30.4
1188,6,20.189.173.9,192.168.101.13,443,61346,106.5,2,2,2,213,213,108,0,0,2,08:30.4
1189,6,20.189.173.9,192.168.101.13,443,61348,60,1,1,1,60,60,61,0,0,1,08:30.4
1190,6,34.139.124.58,192.168.101.13,443,50452,184.7931034,29,29,29,5359,5359,54,0,0,29,08:30.4
1191,6,172.188.155.25,192.168.101.13,443,56535,66,1,1,1,66,66,47,0,0,1,08:30.4
1192,6,192.168.101.13,172.188.155.25,56535,443,55,1,1,1,55,55,128,0,0,1,08:30.4
1193,6,192.168.101.13,20.189.173.11,61359,443,354.4,10,10,10,3544,3544,128,0,1,10,08:30.4
1194,6,192.168.101.13,34.139.124.58,50452,443,460.1363636,22,22,22,10123,10123,128,0,0,22,08:30.4
1195,6,192.168.101.13,4.213.25.241,56810,443,54,1,1,1,54,54,128,0,0,1,08:30.4
1196,6,20.189.173.11,192.168.101.13,443,61359,629.2222222,9,9,9,5663,5663,109,1,1,9,08:30.4
1197,6,20.189.173.9,192.168.101.13,443,61346,63,2,2,2,126,126,108,0,0,2,08:30.4
